min_child_weight,nthread,n_estimators,max_depth,learning_rate,max_delta_step,subsample,colsample_bytree,lambda,alpha,scale_pos_weight,$<training_time
0,0,1,1,1,1,1,0,0,0,0,148.7244043
0,0,1,1,1,1,1,0,0,0,1,149.2471995
0,0,1,1,1,1,1,0,0,1,0,147.7909565
0,0,1,1,1,1,1,0,0,1,1,148.2844832
0,0,1,1,1,1,1,0,1,0,0,147.996712
0,0,1,1,1,1,1,0,1,0,1,147.0321472
0,0,1,1,1,1,1,0,1,1,0,147.7846069
0,0,1,1,1,1,1,0,1,1,1,147.7616806
0,0,1,1,1,1,1,1,0,0,0,267.4881818
0,0,1,1,1,1,1,1,0,0,1,266.6587932
0,0,1,1,1,1,1,1,0,1,0,262.9607196
0,0,1,1,1,1,1,1,0,1,1,261.8332853
0,0,1,1,1,1,1,1,1,0,0,260.6283953
0,0,1,1,1,1,1,1,1,0,1,260.8088329
0,0,1,1,1,1,1,1,1,1,0,262.1852601
0,0,1,1,1,1,1,1,1,1,1,262.3766868
0,1,0,0,0,0,0,0,0,0,0,109.0330775
0,1,0,0,0,0,0,0,0,0,1,109.6496205
0,1,0,0,0,0,0,0,0,1,0,109.1427693
0,1,0,0,0,0,0,0,0,1,1,109.4467683
0,1,0,0,0,0,0,0,1,0,0,109.8004489
0,1,0,0,0,0,0,0,1,0,1,109.2305706
0,1,0,0,0,0,0,0,1,1,0,109.2962151
0,1,0,0,0,0,0,0,1,1,1,109.2373924
0,1,0,0,0,0,0,1,0,0,0,171.4031382
0,1,0,0,0,0,0,1,0,0,1,171.3254788
0,1,0,0,0,0,0,1,0,1,0,171.4311171
0,1,0,0,0,0,0,1,0,1,1,171.7575586
0,1,0,0,0,0,0,1,1,0,0,171.3368363
0,1,0,0,0,0,0,1,1,0,1,171.4352608
0,1,0,0,0,0,0,1,1,1,0,131.3268197
0,1,0,0,0,0,0,1,1,1,1,170.2828295
0,1,0,0,0,0,1,0,0,0,0,83.01718116
0,1,0,0,0,0,1,0,0,0,1,83.20339012
0,1,0,0,0,0,1,0,0,1,0,83.38973451
0,1,0,0,0,0,1,0,0,1,1,83.16912103
0,1,0,0,0,0,1,0,1,0,0,83.18341017
0,1,0,0,0,0,1,0,1,0,1,82.89743543
0,1,0,0,0,0,1,0,1,1,0,83.83751154
0,1,0,0,0,0,1,0,1,1,1,83.14466357
0,1,0,0,0,0,1,1,0,0,0,127.9240539
0,1,0,0,0,0,1,1,0,0,1,128.329241
0,1,0,0,0,0,1,1,0,1,0,129.2585933
0,1,0,0,0,0,1,1,0,1,1,128.7519939
0,1,0,0,0,0,1,1,1,0,0,128.2692382
0,1,0,0,0,0,1,1,1,0,1,128.7964292
0,1,0,0,0,0,1,1,1,1,0,129.2893269
0,1,0,0,0,0,1,1,1,1,1,128.5613809
0,1,0,0,0,1,0,0,0,0,0,109.1496933
0,1,0,0,0,1,0,0,0,0,1,109.1605783
0,1,0,0,0,1,0,0,0,1,0,109.919838
0,1,0,0,0,1,0,0,0,1,1,109.3736985
0,1,0,0,0,1,0,0,1,0,0,109.2310317
0,1,0,0,0,1,0,0,1,0,1,109.2739058
0,1,0,0,0,1,0,0,1,1,0,110.286545
0,1,0,0,0,1,0,0,1,1,1,110.2618279
0,1,0,0,0,1,0,1,0,0,0,164.6413965
0,1,0,0,0,1,0,1,0,0,1,139.4642847
0,1,0,0,0,1,0,1,0,1,0,172.9073248
0,1,0,0,0,1,0,1,0,1,1,172.2647266
0,1,0,0,0,1,0,1,1,0,0,171.6422977
0,1,0,0,0,1,0,1,1,0,1,171.7037268
0,1,0,0,0,1,0,1,1,1,0,171.9159281
0,1,0,0,0,1,0,1,1,1,1,172.1676695
0,1,0,0,0,1,1,0,0,0,0,83.41939354
0,1,0,0,0,1,1,0,0,0,1,83.80324292
0,1,0,0,0,1,1,0,0,1,0,83.97128439
0,1,0,0,0,1,1,0,0,1,1,84.06031656
0,1,0,0,0,1,1,0,1,0,0,84.33602858
0,1,0,0,0,1,1,0,1,0,1,84.1737361
0,1,0,0,0,1,1,0,1,1,0,83.67466426
0,1,0,0,0,1,1,0,1,1,1,84.42290187
0,1,0,0,0,1,1,1,0,0,0,129.3550785
0,1,0,0,0,1,1,1,0,0,1,129.2877593
0,1,0,0,0,1,1,1,0,1,0,129.0902236
0,1,0,0,0,1,1,1,0,1,1,130.0490205
0,1,0,0,0,1,1,1,1,0,0,128.7851002
0,1,0,0,0,1,1,1,1,0,1,129.6395333
0,1,0,0,0,1,1,1,1,1,0,129.44855
0,1,0,0,0,1,1,1,1,1,1,130.7052939
0,1,0,0,1,0,0,0,0,0,0,66.23614693
0,1,0,0,1,0,0,0,0,0,1,109.0788915
0,1,0,0,1,0,0,0,0,1,0,108.5288503
0,1,0,0,1,0,0,0,0,1,1,109.2995868
0,1,0,0,1,0,0,0,1,0,0,108.5311894
0,1,0,0,1,0,0,0,1,0,1,108.2146263
0,1,0,0,1,0,0,0,1,1,0,108.9704797
0,1,0,0,1,0,0,0,1,1,1,108.3028407
0,1,0,0,1,0,0,1,0,0,0,171.8957565
0,1,0,0,1,0,0,1,0,0,1,170.5580378
0,1,0,0,1,0,0,1,0,1,0,171.5512495
0,1,0,0,1,0,0,1,0,1,1,171.1883583
0,1,0,0,1,0,0,1,1,0,0,170.9651957
0,1,0,0,1,0,0,1,1,0,1,170.9318545
0,1,0,0,1,0,0,1,1,1,0,171.1326852
0,1,0,0,1,0,0,1,1,1,1,170.889833
0,1,0,0,1,0,1,0,0,0,0,82.45823216
0,1,0,0,1,0,1,0,0,0,1,82.58372855
0,1,0,0,1,0,1,0,0,1,0,82.83816457
0,1,0,0,1,0,1,0,0,1,1,82.8877871
0,1,0,0,1,0,1,0,1,0,0,83.03844857
0,1,0,0,1,0,1,0,1,0,1,83.09982324
0,1,0,0,1,0,1,0,1,1,0,83.14181566
0,1,0,0,1,0,1,0,1,1,1,83.16014767
0,1,0,0,1,0,1,1,0,0,0,111.8083808
0,1,0,0,1,0,1,1,0,0,1,105.9808784
0,1,0,0,1,0,1,1,0,1,0,129.209964
0,1,0,0,1,0,1,1,0,1,1,129.0736551
0,1,0,0,1,0,1,1,1,0,0,130.1294763
0,1,0,0,1,0,1,1,1,0,1,128.8859613
0,1,0,0,1,0,1,1,1,1,0,130.0276341
0,1,0,0,1,0,1,1,1,1,1,129.344341
0,1,0,0,1,1,0,0,0,0,0,108.583235
0,1,0,0,1,1,0,0,0,0,1,109.0741315
0,1,0,0,1,1,0,0,0,1,0,109.3320286
0,1,0,0,1,1,0,0,0,1,1,109.5361459
0,1,0,0,1,1,0,0,1,0,0,109.9872103
0,1,0,0,1,1,0,0,1,0,1,109.1479549
0,1,0,0,1,1,0,0,1,1,0,109.41939
0,1,0,0,1,1,0,0,1,1,1,109.9849133
0,1,0,0,1,1,0,1,0,0,0,172.3469739
0,1,0,0,1,1,0,1,0,0,1,173.3487244
0,1,0,0,1,1,0,1,0,1,0,173.0508125
0,1,0,0,1,1,0,1,0,1,1,172.8845956
0,1,0,0,1,1,0,1,1,0,0,173.5985479
0,1,0,0,1,1,0,1,1,0,1,173.3677223
0,1,0,0,1,1,0,1,1,1,0,148.1125031
0,1,0,0,1,1,0,1,1,1,1,158.4359818
0,1,0,0,1,1,1,0,0,0,0,83.54587626
0,1,0,0,1,1,1,0,0,0,1,84.06532669
0,1,0,0,1,1,1,0,0,1,0,84.02664161
0,1,0,0,1,1,1,0,0,1,1,84.85325551
0,1,0,0,1,1,1,0,1,0,0,83.72702026
0,1,0,0,1,1,1,0,1,0,1,83.74751306
0,1,0,0,1,1,1,0,1,1,0,83.78118992
0,1,0,0,1,1,1,0,1,1,1,84.28717542
0,1,0,0,1,1,1,1,0,0,0,130.8055499
0,1,0,0,1,1,1,1,0,0,1,130.0972528
0,1,0,0,1,1,1,1,0,1,0,130.2287538
0,1,0,0,1,1,1,1,0,1,1,130.3120937
0,1,0,0,1,1,1,1,1,0,0,130.5940049
0,1,0,0,1,1,1,1,1,0,1,130.0513515
0,1,0,0,1,1,1,1,1,1,0,130.3077078
0,1,0,0,1,1,1,1,1,1,1,130.5179341
0,1,0,1,0,0,0,0,0,0,0,396.5999954
0,1,0,1,0,0,0,0,0,0,1,399.5922935
0,1,0,1,0,0,0,0,0,1,0,335.4299722
0,1,0,1,0,0,0,0,0,1,1,377.9443889
0,1,0,1,0,0,0,0,1,0,0,377.4320056
0,1,0,1,0,0,0,0,1,0,1,378.0035372
0,1,0,1,0,0,0,0,1,1,0,377.795104
0,1,0,1,0,0,0,0,1,1,1,377.7006409
0,1,0,1,0,0,0,1,0,0,0,672.6979363
0,1,0,1,0,0,0,1,0,0,1,708.7096918
0,1,0,1,0,0,0,1,0,1,0,677.8360195
0,1,0,1,0,0,0,1,0,1,1,678.2158217
0,1,0,1,0,0,0,1,1,0,0,676.8628242
0,1,0,1,0,0,0,1,1,0,1,634.2968686
0,1,0,1,0,0,0,1,1,1,0,677.190212
0,1,0,1,0,0,0,1,1,1,1,676.6308432
0,1,0,1,0,0,1,0,0,0,0,301.9107745
0,1,0,1,0,0,1,0,0,0,1,302.158803
0,1,0,1,0,0,1,0,0,1,0,302.5714624
0,1,0,1,0,0,1,0,0,1,1,258.5227363
0,1,0,1,0,0,1,0,1,0,0,299.8577759
0,1,0,1,0,0,1,0,1,0,1,299.7793624
0,1,0,1,0,0,1,0,1,1,0,302.2928724
0,1,0,1,0,0,1,0,1,1,1,302.1989517
0,1,0,1,0,0,1,1,0,0,0,530.2201629
0,1,0,1,0,0,1,1,0,0,1,530.0962162
0,1,0,1,0,0,1,1,0,1,0,530.9187927
0,1,0,1,0,0,1,1,0,1,1,489.0456295
0,1,0,1,0,0,1,1,1,0,0,525.4075413
0,1,0,1,0,0,1,1,1,0,1,523.9409685
0,1,0,1,0,0,1,1,1,1,0,532.2479398
0,1,0,1,0,0,1,1,1,1,1,532.3158407
0,1,0,1,0,1,0,0,0,0,0,355.3513963
0,1,0,1,0,1,0,0,0,0,1,397.2148762
0,1,0,1,0,1,0,0,0,1,0,378.4550872
0,1,0,1,0,1,0,0,0,1,1,377.6938205
0,1,0,1,0,1,0,0,1,0,0,377.9531546
0,1,0,1,0,1,0,0,1,0,1,377.8728592
0,1,0,1,0,1,0,0,1,1,0,378.8194568
0,1,0,1,0,1,0,0,1,1,1,379.3328972
0,1,0,1,0,1,0,1,0,0,0,665.5293777
0,1,0,1,0,1,0,1,0,0,1,706.3743865
0,1,0,1,0,1,0,1,0,1,0,677.7404923
0,1,0,1,0,1,0,1,0,1,1,677.2665946
0,1,0,1,0,1,0,1,1,0,0,635.1010869
0,1,0,1,0,1,0,1,1,0,1,676.6434565
0,1,0,1,0,1,0,1,1,1,0,676.4328184
0,1,0,1,0,1,0,1,1,1,1,676.7026727
0,1,0,1,0,1,1,0,0,0,0,303.6306975
0,1,0,1,0,1,1,0,0,0,1,264.344589
0,1,0,1,0,1,1,0,0,1,0,303.4030676
0,1,0,1,0,1,1,0,0,1,1,303.3320279
0,1,0,1,0,1,1,0,1,0,0,300.2368863
0,1,0,1,0,1,1,0,1,0,1,300.7969615
0,1,0,1,0,1,1,0,1,1,0,304.7377851
0,1,0,1,0,1,1,0,1,1,1,303.2108755
0,1,0,1,0,1,1,1,0,0,0,531.5800257
0,1,0,1,0,1,1,1,0,0,1,532.6516278
0,1,0,1,0,1,1,1,0,1,0,492.3541946
0,1,0,1,0,1,1,1,0,1,1,534.9794457
0,1,0,1,0,1,1,1,1,0,0,527.9227166
0,1,0,1,0,1,1,1,1,0,1,529.2368302
0,1,0,1,0,1,1,1,1,1,0,536.0697408
0,1,0,1,0,1,1,1,1,1,1,491.4582613
0,1,0,1,1,0,0,0,0,0,0,397.4813662
0,1,0,1,1,0,0,0,0,0,1,398.0709345
0,1,0,1,1,0,0,0,0,1,0,377.9394436
0,1,0,1,1,0,0,0,0,1,1,378.2348576
0,1,0,1,1,0,0,0,1,0,0,385.7679899
0,1,0,1,1,0,0,0,1,0,1,385.4210942
0,1,0,1,1,0,0,0,1,1,0,377.9103763
0,1,0,1,1,0,0,0,1,1,1,334.7078838
0,1,0,1,1,0,0,1,0,0,0,720.2582412
0,1,0,1,1,0,0,1,0,0,1,721.5429282
0,1,0,1,1,0,0,1,0,1,0,674.8725653
0,1,0,1,1,0,0,1,0,1,1,631.6289878
0,1,0,1,1,0,0,1,1,0,0,694.1206141
0,1,0,1,1,0,0,1,1,0,1,694.4162629
0,1,0,1,1,0,0,1,1,1,0,676.8986998
0,1,0,1,1,0,0,1,1,1,1,689.3622751
0,1,0,1,1,0,1,0,0,0,0,256.5959759
0,1,0,1,1,0,1,0,0,0,1,300.0455132
0,1,0,1,1,0,1,0,0,1,0,298.4361584
0,1,0,1,1,0,1,0,0,1,1,295.9047015
0,1,0,1,1,0,1,0,1,0,0,296.3545215
0,1,0,1,1,0,1,0,1,0,1,296.9061921
0,1,0,1,1,0,1,0,1,1,0,296.6920128
0,1,0,1,1,0,1,0,1,1,1,296.7231376
0,1,0,1,1,0,1,1,0,0,0,495.8690186
0,1,0,1,1,0,1,1,0,0,1,537.5901725
0,1,0,1,1,0,1,1,0,1,0,525.5333862
0,1,0,1,1,0,1,1,0,1,1,525.5351539
0,1,0,1,1,0,1,1,1,0,0,522.6285484
0,1,0,1,1,0,1,1,1,0,1,522.7539976
0,1,0,1,1,0,1,1,1,1,0,482.1354208
0,1,0,1,1,0,1,1,1,1,1,523.7566617
0,1,0,1,1,1,0,0,0,0,0,400.9470642
0,1,0,1,1,1,0,0,0,0,1,400.5924375
0,1,0,1,1,1,0,0,0,1,0,382.0538979
0,1,0,1,1,1,0,0,0,1,1,381.6028271
0,1,0,1,1,1,0,0,1,0,0,389.199594
0,1,0,1,1,1,0,0,1,0,1,322.9041793
0,1,0,1,1,1,0,0,1,1,0,381.5714529
0,1,0,1,1,1,0,0,1,1,1,381.7038453
0,1,0,1,1,1,0,1,0,0,0,722.7183993
0,1,0,1,1,1,0,1,0,0,1,724.0878606
0,1,0,1,1,1,0,1,0,1,0,681.0953116
0,1,0,1,1,1,0,1,0,1,1,682.3511393
0,1,0,1,1,1,0,1,1,0,0,656.6042721
0,1,0,1,1,1,0,1,1,0,1,698.3621893
0,1,0,1,1,1,0,1,1,1,0,680.9273448
0,1,0,1,1,1,0,1,1,1,1,681.5639532
0,1,0,1,1,1,1,0,0,0,0,302.2376661
0,1,0,1,1,1,1,0,0,0,1,302.2816715
0,1,0,1,1,1,1,0,0,1,0,257.4668705
0,1,0,1,1,1,1,0,0,1,1,300.0175388
0,1,0,1,1,1,1,0,1,0,0,301.6046567
0,1,0,1,1,1,1,0,1,0,1,301.4471414
0,1,0,1,1,1,1,0,1,1,0,300.5754995
0,1,0,1,1,1,1,0,1,1,1,301.4395978
0,1,0,1,1,1,1,1,0,0,0,543.7915168
0,1,0,1,1,1,1,1,0,0,1,544.1072316
0,1,0,1,1,1,1,1,0,1,0,490.6698563
0,1,0,1,1,1,1,1,0,1,1,532.7473328
0,1,0,1,1,1,1,1,1,0,0,530.185863
0,1,0,1,1,1,1,1,1,0,1,529.5793324
0,1,0,1,1,1,1,1,1,1,0,490.5583706
0,1,0,1,1,1,1,1,1,1,1,533.3984718
0,1,1,0,0,0,0,0,0,0,0,55.4679153
0,1,1,0,0,0,0,0,0,0,1,55.02144194
0,1,1,0,0,0,0,0,0,1,0,55.2327342
0,1,1,0,0,0,0,0,0,1,1,55.24722695
0,1,1,0,0,0,0,0,1,0,0,55.21224999
0,1,1,0,0,0,0,0,1,0,1,55.17603469
0,1,1,0,0,0,0,0,1,1,0,55.44315696
0,1,1,0,0,0,0,0,1,1,1,55.06778812
0,1,1,0,0,0,0,1,0,0,0,86.68020606
0,1,1,0,0,0,0,1,0,0,1,86.45733666
0,1,1,0,0,0,0,1,0,1,0,86.39394975
0,1,1,0,0,0,0,1,0,1,1,86.38694119
0,1,1,0,0,0,0,1,1,0,0,86.34792161
0,1,1,0,0,0,0,1,1,0,1,86.37915945
0,1,1,0,0,0,0,1,1,1,0,86.82130671
0,1,1,0,0,0,0,1,1,1,1,86.57103062
0,1,1,0,0,0,1,0,0,0,0,42.55843544
0,1,1,0,0,0,1,0,0,0,1,42.01608872
0,1,1,0,0,0,1,0,0,1,0,42.20737362
0,1,1,0,0,0,1,0,0,1,1,41.99000454
0,1,1,0,0,0,1,0,1,0,0,42.09266353
0,1,1,0,0,0,1,0,1,0,1,42.09396076
0,1,1,0,0,0,1,0,1,1,0,41.97869205
0,1,1,0,0,0,1,0,1,1,1,42.0256319
0,1,1,0,0,0,1,1,0,0,0,64.71679187
0,1,1,0,0,0,1,1,0,0,1,64.65103722
0,1,1,0,0,0,1,1,0,1,0,65.09475946
0,1,1,0,0,0,1,1,0,1,1,65.00522351
0,1,1,0,0,0,1,1,1,0,0,64.73283958
0,1,1,0,0,0,1,1,1,0,1,64.77659559
0,1,1,0,0,0,1,1,1,1,0,64.58891964
0,1,1,0,0,0,1,1,1,1,1,64.49954391
0,1,1,0,0,1,0,0,0,0,0,55.25728869
0,1,1,0,0,1,0,0,0,0,1,55.00380969
0,1,1,0,0,1,0,0,0,1,0,55.06638169
0,1,1,0,0,1,0,0,0,1,1,55.04489684
0,1,1,0,0,1,0,0,1,0,0,55.0729301
0,1,1,0,0,1,0,0,1,0,1,55.4461298
0,1,1,0,0,1,0,0,1,1,0,28.02152872
0,1,1,0,0,1,0,0,1,1,1,42.03133249
0,1,1,0,0,1,0,1,0,0,0,86.49652219
0,1,1,0,0,1,0,1,0,0,1,86.6560638
0,1,1,0,0,1,0,1,0,1,0,86.81102514
0,1,1,0,0,1,0,1,0,1,1,86.48651838
0,1,1,0,0,1,0,1,1,0,0,86.44523644
0,1,1,0,0,1,0,1,1,0,1,86.55721259
0,1,1,0,0,1,0,1,1,1,0,86.99417019
0,1,1,0,0,1,0,1,1,1,1,86.78650331
0,1,1,0,0,1,1,0,0,0,0,42.1868329
0,1,1,0,0,1,1,0,0,0,1,42.68810558
0,1,1,0,0,1,1,0,0,1,0,42.42773366
0,1,1,0,0,1,1,0,0,1,1,42.31257772
0,1,1,0,0,1,1,0,1,0,0,42.33428621
0,1,1,0,0,1,1,0,1,0,1,42.53194356
0,1,1,0,0,1,1,0,1,1,0,42.37406778
0,1,1,0,0,1,1,0,1,1,1,42.49052882
0,1,1,0,0,1,1,1,0,0,0,65.147439
0,1,1,0,0,1,1,1,0,0,1,65.36470461
0,1,1,0,0,1,1,1,0,1,0,64.99155807
0,1,1,0,0,1,1,1,0,1,1,65.36168361
0,1,1,0,0,1,1,1,1,0,0,65.4163785
0,1,1,0,0,1,1,1,1,0,1,65.29908609
0,1,1,0,0,1,1,1,1,1,0,65.11323714
0,1,1,0,0,1,1,1,1,1,1,65.42989111
0,1,1,0,1,0,0,0,0,0,0,54.76386046
0,1,1,0,1,0,0,0,0,0,1,54.80299783
0,1,1,0,1,0,0,0,0,1,0,55.08810449
0,1,1,0,1,0,0,0,0,1,1,54.98958182
0,1,1,0,1,0,0,0,1,0,0,54.85763764
0,1,1,0,1,0,0,0,1,0,1,54.73666477
0,1,1,0,1,0,0,0,1,1,0,54.82795286
0,1,1,0,1,0,0,0,1,1,1,54.93268371
0,1,1,0,1,0,0,1,0,0,0,86.67875814
0,1,1,0,1,0,0,1,0,0,1,86.24885941
0,1,1,0,1,0,0,1,0,1,0,86.24720883
0,1,1,0,1,0,0,1,0,1,1,86.73973966
0,1,1,0,1,0,0,1,1,0,0,86.71285081
0,1,1,0,1,0,0,1,1,0,1,86.40588284
0,1,1,0,1,0,0,1,1,1,0,86.90832448
0,1,1,0,1,0,0,1,1,1,1,86.6937952
0,1,1,0,1,0,1,0,0,0,0,41.95868611
0,1,1,0,1,0,1,0,0,0,1,42.18963432
0,1,1,0,1,0,1,0,0,1,0,42.25462651
0,1,1,0,1,0,1,0,0,1,1,42.28656292
0,1,1,0,1,0,1,0,1,0,0,35.94889617
0,1,1,0,1,0,1,0,1,0,1,10.31593132
0,1,1,0,1,0,1,0,1,1,0,38.2812376
0,1,1,0,1,0,1,0,1,1,1,42.14668226
0,1,1,0,1,0,1,1,0,0,0,64.74265242
0,1,1,0,1,0,1,1,0,0,1,65.0254972
0,1,1,0,1,0,1,1,0,1,0,64.53350163
0,1,1,0,1,0,1,1,0,1,1,64.58725023
0,1,1,0,1,0,1,1,1,0,0,64.56045198
0,1,1,0,1,0,1,1,1,0,1,64.94419193
0,1,1,0,1,0,1,1,1,1,0,64.60346437
0,1,1,0,1,0,1,1,1,1,1,64.86785626
0,1,1,0,1,1,0,0,0,0,0,55.07134485
0,1,1,0,1,1,0,0,0,0,1,55.14057136
0,1,1,0,1,1,0,0,0,1,0,54.9578166
0,1,1,0,1,1,0,0,0,1,1,55.10878587
0,1,1,0,1,1,0,0,1,0,0,55.11664677
0,1,1,0,1,1,0,0,1,0,1,54.91035557
0,1,1,0,1,1,0,0,1,1,0,54.68962288
0,1,1,0,1,1,0,0,1,1,1,55.19371533
0,1,1,0,1,1,0,1,0,0,0,86.89812064
0,1,1,0,1,1,0,1,0,0,1,86.04955435
0,1,1,0,1,1,0,1,0,1,0,86.53183317
0,1,1,0,1,1,0,1,0,1,1,86.85134697
0,1,1,0,1,1,0,1,1,0,0,86.82282138
0,1,1,0,1,1,0,1,1,0,1,86.9040556
0,1,1,0,1,1,0,1,1,1,0,86.89846277
0,1,1,0,1,1,0,1,1,1,1,86.52083802
0,1,1,0,1,1,1,0,0,0,0,42.34767532
0,1,1,0,1,1,1,0,0,0,1,41.86695051
0,1,1,0,1,1,1,0,0,1,0,41.98157167
0,1,1,0,1,1,1,0,0,1,1,42.40465713
0,1,1,0,1,1,1,0,1,0,0,42.00161982
0,1,1,0,1,1,1,0,1,0,1,42.15174103
0,1,1,0,1,1,1,0,1,1,0,42.22870898
0,1,1,0,1,1,1,0,1,1,1,42.39711308
0,1,1,0,1,1,1,1,0,0,0,65.2153213
0,1,1,0,1,1,1,1,0,0,1,65.28234959
0,1,1,0,1,1,1,1,0,1,0,65.41775894
0,1,1,0,1,1,1,1,0,1,1,65.60057116
0,1,1,0,1,1,1,1,1,0,0,65.43792319
0,1,1,0,1,1,1,1,1,0,1,64.91119957
0,1,1,0,1,1,1,1,1,1,0,65.09573317
0,1,1,0,1,1,1,1,1,1,1,65.27365923
0,1,1,1,0,0,0,0,0,0,0,202.7399805
0,1,1,1,0,0,0,0,0,0,1,159.4508414
0,1,1,1,0,0,0,0,0,1,0,187.1881962
0,1,1,1,0,0,0,0,0,1,1,186.3215914
0,1,1,1,0,0,0,0,1,0,0,188.1962326
0,1,1,1,0,0,0,0,1,0,1,188.216053
0,1,1,1,0,0,0,0,1,1,0,186.6813691
0,1,1,1,0,0,0,0,1,1,1,187.1538367
0,1,1,1,0,0,0,1,0,0,0,354.7750359
0,1,1,1,0,0,0,1,0,0,1,354.2475247
0,1,1,1,0,0,0,1,0,1,0,325.3669302
0,1,1,1,0,0,0,1,0,1,1,324.9349954
0,1,1,1,0,0,0,1,1,0,0,327.4528396
0,1,1,1,0,0,0,1,1,0,1,327.990061
0,1,1,1,0,0,0,1,1,1,0,281.1187606
0,1,1,1,0,0,0,1,1,1,1,323.3487794
0,1,1,1,0,0,1,0,0,0,0,151.4471788
0,1,1,1,0,0,1,0,0,0,1,150.82198
0,1,1,1,0,0,1,0,0,1,0,149.8670928
0,1,1,1,0,0,1,0,0,1,1,149.9055033
0,1,1,1,0,0,1,0,1,0,0,149.5960679
0,1,1,1,0,0,1,0,1,0,1,149.8843126
0,1,1,1,0,0,1,0,1,1,0,150.1509018
0,1,1,1,0,0,1,0,1,1,1,149.7800052
0,1,1,1,0,0,1,1,0,0,0,265.8802836
0,1,1,1,0,0,1,1,0,0,1,265.572659
0,1,1,1,0,0,1,1,0,1,0,262.3511803
0,1,1,1,0,0,1,1,0,1,1,263.1348212
0,1,1,1,0,0,1,1,1,0,0,218.8081653
0,1,1,1,0,0,1,1,1,0,1,260.4455619
0,1,1,1,0,0,1,1,1,1,0,261.9320872
0,1,1,1,0,0,1,1,1,1,1,263.9005878
0,1,1,1,0,1,0,0,0,0,0,203.9606829
0,1,1,1,0,1,0,0,0,0,1,205.1182604
0,1,1,1,0,1,0,0,0,1,0,188.7476776
0,1,1,1,0,1,0,0,0,1,1,189.3439941
0,1,1,1,0,1,0,0,1,0,0,191.2315266
0,1,1,1,0,1,0,0,1,0,1,190.5994527
0,1,1,1,0,1,0,0,1,1,0,192.6478865
0,1,1,1,0,1,0,0,1,1,1,146.2728398
0,1,1,1,0,1,0,1,0,0,0,356.6050403
0,1,1,1,0,1,0,1,0,0,1,357.0151343
0,1,1,1,0,1,0,1,0,1,0,327.7998719
0,1,1,1,0,1,0,1,0,1,1,326.364851
0,1,1,1,0,1,0,1,1,0,0,329.2182257
0,1,1,1,0,1,0,1,1,0,1,328.8719172
0,1,1,1,0,1,0,1,1,1,0,326.0984385
0,1,1,1,0,1,0,1,1,1,1,325.7129185
0,1,1,1,0,1,1,0,0,0,0,153.1114881
0,1,1,1,0,1,1,0,0,0,1,153.6897266
0,1,1,1,0,1,1,0,0,1,0,175.1094353
0,1,1,1,0,1,1,0,0,1,1,152.768918
0,1,1,1,0,1,1,0,1,0,0,151.6967306
0,1,1,1,0,1,1,0,1,0,1,107.8878033
0,1,1,1,0,1,1,0,1,1,0,152.2493837
0,1,1,1,0,1,1,0,1,1,1,152.077244
0,1,1,1,0,1,1,1,0,0,0,269.1689398
0,1,1,1,0,1,1,1,0,0,1,269.031451
0,1,1,1,0,1,1,1,0,1,0,266.8365872
0,1,1,1,0,1,1,1,0,1,1,266.2861183
0,1,1,1,0,1,1,1,1,0,0,263.5803547
0,1,1,1,0,1,1,1,1,0,1,263.1504607
0,1,1,1,0,1,1,1,1,1,0,222.9159727
0,1,1,1,0,1,1,1,1,1,1,265.7346408
0,1,1,1,1,0,0,0,0,0,0,199.3862941
0,1,1,1,1,0,0,0,0,0,1,199.5327299
0,1,1,1,1,0,0,0,0,1,0,189.7370455
0,1,1,1,1,0,0,0,0,1,1,189.5432377
0,1,1,1,1,0,0,0,1,0,0,193.0776689
0,1,1,1,1,0,0,0,1,0,1,192.8281913
0,1,1,1,1,0,0,0,1,1,0,189.6656137
0,1,1,1,1,0,0,0,1,1,1,189.5011642
0,1,1,1,1,0,0,1,0,0,0,360.4655116
0,1,1,1,1,0,0,1,0,0,1,360.0836694
0,1,1,1,1,0,0,1,0,1,0,337.5125039
0,1,1,1,1,0,0,1,0,1,1,295.4731052
0,1,1,1,1,0,0,1,1,0,0,347.890743
0,1,1,1,1,0,0,1,1,0,1,348.1133044
0,1,1,1,1,0,0,1,1,1,0,337.340086
0,1,1,1,1,0,0,1,1,1,1,337.1730771
0,1,1,1,1,0,1,0,0,0,0,148.7925384
0,1,1,1,1,0,1,0,0,0,1,148.1475825
0,1,1,1,1,0,1,0,0,1,0,148.0336618
0,1,1,1,1,0,1,0,0,1,1,147.8390496
0,1,1,1,1,0,1,0,1,0,0,147.9170499
0,1,1,1,1,0,1,0,1,0,1,148.1704345
0,1,1,1,1,0,1,0,1,1,0,147.6882744
0,1,1,1,1,0,1,0,1,1,1,147.9447255
0,1,1,1,1,0,1,1,0,0,0,266.3588436
0,1,1,1,1,0,1,1,0,0,1,266.8071799
0,1,1,1,1,0,1,1,0,1,0,219.0384004
0,1,1,1,1,0,1,1,0,1,1,262.5035975
0,1,1,1,1,0,1,1,1,0,0,261.4374659
0,1,1,1,1,0,1,1,1,0,1,260.5850644
0,1,1,1,1,0,1,1,1,1,0,259.8141553
0,1,1,1,1,0,1,1,1,1,1,259.7411027
0,1,1,1,1,1,0,0,0,0,0,199.4579043
0,1,1,1,1,1,0,0,0,0,1,199.6672168
