maxThreads,minSpareThreads,executorTerminationTimeoutMillis,connectionTimeout,maxConnections,maxKeepAliveRequests,acceptorThreadCount,asyncTimeout,acceptCount,socketBuffer,processorCache,keepAliveTimeout,$<PERF
229.0,27.0,3055.0,30047.0,49383.0,139.0,1.0,39733.0,24.0,343.0,60.0,41.0,1139.0
117.0,39.0,7649.0,48700.0,35520.0,115.0,1.0,33023.0,47.0,450.0,301.0,48.0,1143.9
438.0,29.0,4423.0,46695.0,13239.0,37.0,5.0,24917.0,30.0,383.0,196.0,14.0,1087.3
212.0,49.0,1966.0,9773.0,22831.0,77.0,7.0,4139.0,17.0,227.0,474.0,29.0,1162.4
54.0,35.0,7215.0,33885.0,11106.0,18.0,5.0,24051.0,17.0,149.0,218.0,35.0,1187.5
358.0,6.0,700.0,34548.0,22864.0,174.0,10.0,49589.0,37.0,98.0,181.0,6.0,1273.2
17.0,45.0,2394.0,27350.0,40427.0,44.0,5.0,14606.0,50.0,376.0,1.0,36.0,1128.9
15.0,18.0,4429.0,9726.0,44041.0,94.0,3.0,8705.0,22.0,229.0,368.0,24.0,1205.0
156.0,34.0,1146.0,30425.0,7962.0,91.0,4.0,33867.0,43.0,255.0,467.0,36.0,1236.7
183.0,25.0,6434.0,8170.0,45766.0,8.0,7.0,7863.0,28.0,495.0,194.0,29.0,1018.1
346.0,24.0,667.0,16288.0,833.0,143.0,1.0,7338.0,36.0,17.0,61.0,18.0,1056.6
428.0,26.0,7406.0,40142.0,24399.0,144.0,3.0,10855.0,49.0,293.0,332.0,31.0,1167.3
382.0,20.0,1500.0,6285.0,2090.0,159.0,7.0,23943.0,21.0,353.0,465.0,10.0,1246.6
400.0,42.0,994.0,14997.0,16626.0,151.0,8.0,30218.0,47.0,122.0,494.0,13.0,1125.4
268.0,48.0,4211.0,25224.0,13272.0,148.0,1.0,24808.0,33.0,6.0,226.0,29.0,1205.1
315.0,11.0,1185.0,1769.0,8679.0,103.0,2.0,12349.0,17.0,112.0,437.0,48.0,1194.0
471.0,33.0,4745.0,22181.0,23046.0,109.0,6.0,46071.0,46.0,173.0,76.0,11.0,1150.4
96.0,6.0,4281.0,20578.0,33410.0,73.0,4.0,47040.0,7.0,343.0,449.0,35.0,1189.5
272.0,22.0,7872.0,33303.0,43859.0,122.0,9.0,32467.0,1.0,125.0,290.0,2.0,1219.8
154.0,50.0,4859.0,18658.0,46271.0,171.0,8.0,27494.0,44.0,470.0,299.0,25.0,1069.5
343.0,36.0,2159.0,26848.0,31472.0,184.0,1.0,2551.0,38.0,269.0,160.0,50.0,1157.8
23.0,15.0,1950.0,28938.0,3845.0,53.0,3.0,43697.0,37.0,263.0,365.0,45.0,1196.5
418.0,26.0,1268.0,22414.0,26657.0,57.0,8.0,15611.0,50.0,28.0,302.0,15.0,1216.4
155.0,23.0,4303.0,26743.0,25288.0,96.0,1.0,37123.0,43.0,8.0,25.0,7.0,1213.7
215.0,30.0,1947.0,19986.0,49931.0,1.0,5.0,30367.0,13.0,270.0,125.0,3.0,988.3
114.0,23.0,7300.0,21746.0,39881.0,115.0,2.0,19466.0,1.0,77.0,145.0,42.0,1181.1
482.0,24.0,3656.0,27184.0,37256.0,185.0,9.0,525.0,5.0,91.0,153.0,13.0,1052.3
248.0,26.0,810.0,16499.0,21251.0,43.0,9.0,14093.0,29.0,17.0,394.0,37.0,1212.9
117.0,27.0,2185.0,3630.0,42517.0,13.0,8.0,35266.0,5.0,407.0,203.0,16.0,1127.1
217.0,8.0,359.0,14741.0,8910.0,125.0,10.0,46966.0,44.0,263.0,167.0,40.0,1268.2
494.0,1.0,1740.0,20256.0,13175.0,166.0,4.0,11678.0,15.0,167.0,81.0,34.0,1217.3
368.0,14.0,1424.0,38209.0,22979.0,177.0,3.0,5360.0,38.0,415.0,212.0,37.0,1187.4
376.0,49.0,5149.0,30462.0,47987.0,104.0,9.0,15327.0,3.0,157.0,350.0,13.0,1095.9
266.0,11.0,6023.0,31767.0,18845.0,165.0,4.0,30462.0,3.0,135.0,126.0,40.0,1224.0
203.0,31.0,4066.0,1286.0,40143.0,20.0,6.0,24475.0,14.0,373.0,364.0,24.0,1141.6
43.0,30.0,5011.0,15311.0,35127.0,15.0,3.0,32321.0,29.0,265.0,203.0,2.0,1256.8
22.0,55.0,4471.0,22765.0,3840.0,106.0,10.0,39225.0,7.0,283.0,167.0,3.0,1241.0
121.0,77.0,3061.0,43785.0,20353.0,62.0,6.0,46126.0,48.0,325.0,387.0,38.0,1227.7
402.0,62.0,3810.0,14279.0,8831.0,158.0,1.0,18465.0,5.0,74.0,189.0,47.0,1214.2
358.0,140.0,424.0,3809.0,11683.0,175.0,3.0,19314.0,50.0,191.0,230.0,12.0,1212.0
105.0,8.0,3171.0,4176.0,14840.0,69.0,4.0,29620.0,34.0,38.0,446.0,4.0,1208.9
154.0,57.0,2848.0,26151.0,11078.0,66.0,7.0,22849.0,50.0,240.0,252.0,39.0,1208.3
470.0,32.0,5838.0,41900.0,39969.0,131.0,8.0,22013.0,19.0,269.0,216.0,38.0,1206.4
494.0,14.0,4457.0,32416.0,15814.0,143.0,2.0,37782.0,11.0,376.0,456.0,28.0,1203.1
338.0,137.0,4428.0,7885.0,15572.0,44.0,1.0,13169.0,40.0,280.0,360.0,26.0,1200.5
300.0,95.0,1304.0,22627.0,34239.0,149.0,7.0,12594.0,1.0,308.0,367.0,21.0,1198.5
4.0,76.0,2219.0,5497.0,22228.0,160.0,6.0,13632.0,4.0,417.0,217.0,28.0,1195.5
324.0,15.0,7471.0,29498.0,39080.0,49.0,10.0,36731.0,4.0,242.0,376.0,48.0,1188.4
290.0,128.0,970.0,39949.0,19952.0,106.0,10.0,15072.0,1.0,379.0,283.0,31.0,1184.6
383.0,101.0,975.0,26831.0,10368.0,174.0,5.0,1294.0,34.0,328.0,41.0,33.0,1182.7
92.0,35.0,6566.0,11168.0,24584.0,45.0,6.0,49780.0,40.0,261.0,267.0,26.0,1179.0
83.0,2.0,82.0,28690.0,48573.0,90.0,9.0,28390.0,26.0,154.0,54.0,27.0,1178.7
294.0,16.0,2839.0,31145.0,6559.0,123.0,1.0,25527.0,46.0,181.0,148.0,41.0,1178.0
443.0,96.0,433.0,9110.0,38821.0,48.0,6.0,39342.0,11.0,466.0,60.0,48.0,1174.4
23.0,18.0,6813.0,26983.0,25903.0,171.0,8.0,7816.0,16.0,188.0,352.0,40.0,1171.9
231.0,64.0,5212.0,18415.0,28420.0,18.0,7.0,29658.0,14.0,319.0,39.0,9.0,1169.3
469.0,73.0,7297.0,35062.0,31747.0,181.0,7.0,29382.0,22.0,465.0,33.0,8.0,1167.8
84.0,104.0,4883.0,37484.0,3058.0,197.0,9.0,13219.0,45.0,148.0,415.0,29.0,1166.5
285.0,99.0,7706.0,19087.0,20431.0,135.0,3.0,49069.0,49.0,272.0,319.0,32.0,1165.5
142.0,22.0,7960.0,25109.0,30484.0,118.0,9.0,10056.0,9.0,10.0,114.0,46.0,1162.0
344.0,80.0,3330.0,38596.0,39588.0,53.0,8.0,1675.0,36.0,459.0,423.0,24.0,1161.3
345.0,89.0,6526.0,11541.0,25664.0,78.0,3.0,25183.0,27.0,346.0,388.0,20.0,1159.6
62.0,9.0,3630.0,41738.0,8903.0,189.0,8.0,18805.0,27.0,257.0,32.0,20.0,1159.3
460.0,122.0,94.0,49388.0,18507.0,96.0,1.0,47746.0,23.0,454.0,166.0,46.0,1159.0
329.0,27.0,1979.0,4361.0,42654.0,111.0,6.0,24425.0,15.0,225.0,308.0,12.0,1156.2
159.0,108.0,281.0,21334.0,32715.0,79.0,10.0,44075.0,22.0,442.0,249.0,19.0,1152.5
47.0,23.0,2807.0,9522.0,46261.0,41.0,2.0,27634.0,35.0,356.0,434.0,3.0,1151.8
317.0,44.0,2391.0,7981.0,24588.0,159.0,3.0,6602.0,41.0,23.0,131.0,15.0,1150.0
267.0,127.0,6171.0,599.0,39903.0,16.0,4.0,40745.0,41.0,310.0,286.0,40.0,1148.5
229.0,13.0,6416.0,6155.0,3501.0,89.0,1.0,48404.0,20.0,481.0,1.0,34.0,1143.6
233.0,148.0,6867.0,17430.0,13852.0,115.0,9.0,20809.0,32.0,448.0,117.0,30.0,1142.6
87.0,106.0,1916.0,11214.0,43292.0,179.0,7.0,5956.0,38.0,458.0,346.0,26.0,1142.5
401.0,40.0,4908.0,19119.0,28665.0,167.0,2.0,37208.0,35.0,472.0,231.0,6.0,1141.6
445.0,118.0,3261.0,22920.0,18010.0,114.0,6.0,12299.0,30.0,226.0,323.0,10.0,1139.6
136.0,92.0,1624.0,29478.0,27095.0,147.0,4.0,24814.0,47.0,124.0,283.0,17.0,1139.6
155.0,3.0,1273.0,40199.0,7100.0,28.0,6.0,28779.0,31.0,404.0,237.0,16.0,1138.4
18.0,24.0,5105.0,27850.0,39063.0,138.0,3.0,10971.0,12.0,17.0,137.0,35.0,1137.4
193.0,83.0,4647.0,16142.0,32183.0,34.0,5.0,25724.0,13.0,7.0,140.0,48.0,1136.6
339.0,135.0,2107.0,6756.0,38127.0,136.0,6.0,2185.0,13.0,68.0,423.0,16.0,1136.5
318.0,146.0,3032.0,35762.0,20256.0,86.0,8.0,26467.0,29.0,340.0,320.0,49.0,1136.0
47.0,68.0,2659.0,19494.0,37000.0,30.0,3.0,8725.0,37.0,150.0,376.0,45.0,1134.4
165.0,79.0,5614.0,19213.0,47086.0,125.0,5.0,31522.0,21.0,65.0,427.0,18.0,1134.3
169.0,33.0,1945.0,7520.0,12823.0,121.0,4.0,11933.0,31.0,187.0,256.0,32.0,1133.3
240.0,111.0,6572.0,36885.0,30966.0,99.0,6.0,29017.0,2.0,447.0,170.0,14.0,1132.0
117.0,28.0,1175.0,31012.0,48821.0,94.0,6.0,17710.0,3.0,172.0,316.0,36.0,1126.3
429.0,82.0,5689.0,42642.0,30107.0,148.0,6.0,509.0,30.0,461.0,260.0,37.0,1124.0
464.0,20.0,5412.0,12359.0,46985.0,72.0,3.0,49017.0,46.0,206.0,396.0,41.0,1121.3
17.0,41.0,1885.0,27756.0,21956.0,77.0,3.0,32693.0,7.0,49.0,268.0,45.0,1121.2
258.0,112.0,2453.0,45084.0,13576.0,128.0,10.0,41897.0,13.0,426.0,196.0,45.0,1120.8
329.0,89.0,830.0,31754.0,5196.0,151.0,2.0,42591.0,20.0,359.0,278.0,25.0,1120.4
476.0,10.0,1431.0,27422.0,35529.0,178.0,10.0,8898.0,50.0,348.0,172.0,1.0,1119.7
415.0,93.0,3953.0,789.0,4007.0,194.0,10.0,37987.0,43.0,170.0,280.0,26.0,1119.3
140.0,66.0,3933.0,15880.0,11068.0,119.0,6.0,26183.0,19.0,362.0,273.0,17.0,1118.6
406.0,25.0,3701.0,11212.0,25046.0,146.0,9.0,41415.0,31.0,234.0,11.0,5.0,1116.6
302.0,31.0,6251.0,33251.0,7608.0,35.0,9.0,20875.0,31.0,256.0,438.0,43.0,1116.3
174.0,80.0,7095.0,32625.0,23905.0,199.0,6.0,25837.0,15.0,25.0,423.0,50.0,1111.2
96.0,88.0,5000.0,4519.0,3517.0,134.0,9.0,38273.0,37.0,428.0,53.0,30.0,1109.9
275.0,45.0,4171.0,6357.0,9703.0,59.0,2.0,47371.0,21.0,94.0,213.0,23.0,1108.6
271.0,29.0,4096.0,41820.0,8694.0,45.0,1.0,11450.0,43.0,104.0,43.0,17.0,1108.2
137.0,52.0,3817.0,19530.0,13912.0,82.0,5.0,29291.0,24.0,75.0,343.0,43.0,1108.2
322.0,54.0,4378.0,1338.0,664.0,93.0,4.0,558.0,10.0,234.0,27.0,11.0,1106.3
416.0,119.0,147.0,34686.0,25009.0,84.0,3.0,40034.0,18.0,377.0,184.0,23.0,1105.7
478.0,143.0,2597.0,38119.0,15249.0,107.0,1.0,13980.0,39.0,182.0,191.0,44.0,1102.9
338.0,116.0,744.0,34835.0,35070.0,176.0,2.0,48266.0,50.0,289.0,380.0,2.0,1102.2
311.0,124.0,2106.0,39533.0,11794.0,71.0,6.0,48545.0,45.0,184.0,239.0,49.0,1099.0
353.0,133.0,5662.0,14508.0,26563.0,51.0,4.0,12468.0,6.0,275.0,389.0,34.0,1097.6
123.0,53.0,4445.0,33344.0,32679.0,155.0,6.0,34678.0,33.0,493.0,385.0,33.0,1097.6
210.0,144.0,267.0,44859.0,15066.0,23.0,5.0,28431.0,3.0,469.0,364.0,36.0,1089.6
359.0,49.0,4978.0,11124.0,18125.0,141.0,9.0,10091.0,47.0,250.0,431.0,5.0,1088.7
112.0,130.0,6529.0,728.0,49071.0,126.0,6.0,2142.0,4.0,285.0,257.0,46.0,1088.3
130.0,115.0,4007.0,12345.0,20163.0,172.0,9.0,37279.0,24.0,492.0,314.0,3.0,1087.1
376.0,34.0,3064.0,764.0,10731.0,184.0,10.0,16361.0,28.0,2.0,460.0,13.0,1082.0
253.0,63.0,3212.0,58.0,10094.0,20.0,3.0,1668.0,42.0,145.0,193.0,22.0,1076.4
226.0,103.0,4261.0,35816.0,3064.0,187.0,3.0,21532.0,10.0,271.0,238.0,18.0,1074.8
166.0,51.0,3831.0,41011.0,1272.0,32.0,6.0,4726.0,48.0,16.0,298.0,7.0,1071.1
299.0,66.0,4766.0,25842.0,15607.0,11.0,5.0,30792.0,36.0,210.0,462.0,8.0,1069.4
444.0,69.0,3471.0,32883.0,41302.0,74.0,3.0,41726.0,32.0,313.0,247.0,31.0,1068.6
446.0,59.0,6488.0,41053.0,16926.0,13.0,6.0,3258.0,38.0,119.0,484.0,39.0,1068.0
278.0,26.0,6524.0,18260.0,22487.0,168.0,7.0,47572.0,44.0,311.0,288.0,25.0,1067.1
162.0,142.0,3627.0,2346.0,2150.0,116.0,8.0,7568.0,31.0,247.0,122.0,24.0,1065.5
310.0,91.0,4965.0,24725.0,42216.0,45.0,9.0,8757.0,9.0,191.0,398.0,6.0,1065.5
374.0,6.0,101.0,25696.0,15206.0,145.0,5.0,41873.0,8.0,58.0,363.0,19.0,1063.8
367.0,123.0,5873.0,1005.0,24283.0,164.0,6.0,6801.0,25.0,37.0,421.0,42.0,1057.9
403.0,80.0,3008.0,16420.0,22550.0,7.0,2.0,37494.0,23.0,361.0,430.0,7.0,1055.3
363.0,36.0,5493.0,9159.0,48205.0,87.0,10.0,14336.0,17.0,314.0,120.0,1.0,1053.1
131.0,121.0,7081.0,14099.0,39477.0,5.0,5.0,7642.0,18.0,318.0,477.0,29.0,1051.9
370.0,46.0,6890.0,39829.0,41346.0,167.0,3.0,33278.0,44.0,482.0,105.0,6.0,1047.1
319.0,48.0,1284.0,34854.0,17891.0,39.0,4.0,30909.0,8.0,368.0,250.0,50.0,1039.6
375.0,59.0,5527.0,9954.0,46716.0,13.0,5.0,15744.0,38.0,95.0,346.0,16.0,1027.7
496.0,61.0,5280.0,24207.0,10411.0,108.0,4.0,32331.0,6.0,323.0,359.0,5.0,1024.2
194.0,149.0,6262.0,7958.0,12745.0,29.0,5.0,21722.0,49.0,446.0,463.0,37.0,1017.8
310.0,25.0,1206.0,34592.0,13338.0,35.0,9.0,5699.0,31.0,172.0,321.0,5.0,996.2
329.0,89.0,7097.0,20101.0,44544.0,167.0,3.0,31725.0,50.0,191.0,184.0,6.0,965.4
226.0,66.0,3690.0,798.0,18510.0,119.0,6.0,3206.0,4.0,160.0,257.0,5.0,945.8
338.0,80.0,7297.0,3450.0,49932.0,45.0,6.0,22587.0,31.0,234.0,423.0,26.0,945.8
43.0,30.0,5011.0,15311.0,35127.0,15.0,3.0,32321.0,29.0,265.0,203.0,2.0,1256.8
22.0,55.0,4471.0,22765.0,3840.0,106.0,10.0,39225.0,7.0,283.0,167.0,3.0,1241.0
121.0,77.0,3061.0,43785.0,20353.0,62.0,6.0,46126.0,48.0,325.0,387.0,38.0,1227.7
402.0,62.0,3810.0,14279.0,8831.0,158.0,1.0,18465.0,5.0,74.0,189.0,47.0,1214.2
358.0,140.0,424.0,3809.0,11683.0,175.0,3.0,19314.0,50.0,191.0,230.0,12.0,1212.0
105.0,8.0,3171.0,4176.0,14840.0,69.0,4.0,29620.0,34.0,38.0,446.0,4.0,1208.9
154.0,57.0,2848.0,26151.0,11078.0,66.0,7.0,22849.0,50.0,240.0,252.0,39.0,1208.3
470.0,32.0,5838.0,41900.0,39969.0,131.0,8.0,22013.0,19.0,269.0,216.0,38.0,1206.4
494.0,14.0,4457.0,32416.0,15814.0,143.0,2.0,37782.0,11.0,376.0,456.0,28.0,1203.1
338.0,137.0,4428.0,7885.0,15572.0,44.0,1.0,13169.0,40.0,280.0,360.0,26.0,1200.5
300.0,95.0,1304.0,22627.0,34239.0,149.0,7.0,12594.0,1.0,308.0,367.0,21.0,1198.5
4.0,76.0,2219.0,5497.0,22228.0,160.0,6.0,13632.0,4.0,417.0,217.0,28.0,1195.5
324.0,15.0,7471.0,29498.0,39080.0,49.0,10.0,36731.0,4.0,242.0,376.0,48.0,1188.4
290.0,128.0,970.0,39949.0,19952.0,106.0,10.0,15072.0,1.0,379.0,283.0,31.0,1184.6
383.0,101.0,975.0,26831.0,10368.0,174.0,5.0,1294.0,34.0,328.0,41.0,33.0,1182.7
92.0,35.0,6566.0,11168.0,24584.0,45.0,6.0,49780.0,40.0,261.0,267.0,26.0,1179.0
83.0,2.0,82.0,28690.0,48573.0,90.0,9.0,28390.0,26.0,154.0,54.0,27.0,1178.7
294.0,16.0,2839.0,31145.0,6559.0,123.0,1.0,25527.0,46.0,181.0,148.0,41.0,1178.0
443.0,96.0,433.0,9110.0,38821.0,48.0,6.0,39342.0,11.0,466.0,60.0,48.0,1174.4
23.0,18.0,6813.0,26983.0,25903.0,171.0,8.0,7816.0,16.0,188.0,352.0,40.0,1171.9
231.0,64.0,5212.0,18415.0,28420.0,18.0,7.0,29658.0,14.0,319.0,39.0,9.0,1169.3
469.0,73.0,7297.0,35062.0,31747.0,181.0,7.0,29382.0,22.0,465.0,33.0,8.0,1167.8
84.0,104.0,4883.0,37484.0,3058.0,197.0,9.0,13219.0,45.0,148.0,415.0,29.0,1166.5
285.0,99.0,7706.0,19087.0,20431.0,135.0,3.0,49069.0,49.0,272.0,319.0,32.0,1165.5
142.0,22.0,7960.0,25109.0,30484.0,118.0,9.0,10056.0,9.0,10.0,114.0,46.0,1162.0
344.0,80.0,3330.0,38596.0,39588.0,53.0,8.0,1675.0,36.0,459.0,423.0,24.0,1161.3
345.0,89.0,6526.0,11541.0,25664.0,78.0,3.0,25183.0,27.0,346.0,388.0,20.0,1159.6
62.0,9.0,3630.0,41738.0,8903.0,189.0,8.0,18805.0,27.0,257.0,32.0,20.0,1159.3
460.0,122.0,94.0,49388.0,18507.0,96.0,1.0,47746.0,23.0,454.0,166.0,46.0,1159.0
329.0,27.0,1979.0,4361.0,42654.0,111.0,6.0,24425.0,15.0,225.0,308.0,12.0,1156.2
159.0,108.0,281.0,21334.0,32715.0,79.0,10.0,44075.0,22.0,442.0,249.0,19.0,1152.5
47.0,23.0,2807.0,9522.0,46261.0,41.0,2.0,27634.0,35.0,356.0,434.0,3.0,1151.8
317.0,44.0,2391.0,7981.0,24588.0,159.0,3.0,6602.0,41.0,23.0,131.0,15.0,1150.0
267.0,127.0,6171.0,599.0,39903.0,16.0,4.0,40745.0,41.0,310.0,286.0,40.0,1148.5
229.0,13.0,6416.0,6155.0,3501.0,89.0,1.0,48404.0,20.0,481.0,1.0,34.0,1143.6
233.0,148.0,6867.0,17430.0,13852.0,115.0,9.0,20809.0,32.0,448.0,117.0,30.0,1142.6
87.0,106.0,1916.0,11214.0,43292.0,179.0,7.0,5956.0,38.0,458.0,346.0,26.0,1142.5
401.0,40.0,4908.0,19119.0,28665.0,167.0,2.0,37208.0,35.0,472.0,231.0,6.0,1141.6
445.0,118.0,3261.0,22920.0,18010.0,114.0,6.0,12299.0,30.0,226.0,323.0,10.0,1139.6
136.0,92.0,1624.0,29478.0,27095.0,147.0,4.0,24814.0,47.0,124.0,283.0,17.0,1139.6
155.0,3.0,1273.0,40199.0,7100.0,28.0,6.0,28779.0,31.0,404.0,237.0,16.0,1138.4
18.0,24.0,5105.0,27850.0,39063.0,138.0,3.0,10971.0,12.0,17.0,137.0,35.0,1137.4
193.0,83.0,4647.0,16142.0,32183.0,34.0,5.0,25724.0,13.0,7.0,140.0,48.0,1136.6
339.0,135.0,2107.0,6756.0,38127.0,136.0,6.0,2185.0,13.0,68.0,423.0,16.0,1136.5
318.0,146.0,3032.0,35762.0,20256.0,86.0,8.0,26467.0,29.0,340.0,320.0,49.0,1136.0
47.0,68.0,2659.0,19494.0,37000.0,30.0,3.0,8725.0,37.0,150.0,376.0,45.0,1134.4
165.0,79.0,5614.0,19213.0,47086.0,125.0,5.0,31522.0,21.0,65.0,427.0,18.0,1134.3
169.0,33.0,1945.0,7520.0,12823.0,121.0,4.0,11933.0,31.0,187.0,256.0,32.0,1133.3
240.0,111.0,6572.0,36885.0,30966.0,99.0,6.0,29017.0,2.0,447.0,170.0,14.0,1132.0
117.0,28.0,1175.0,31012.0,48821.0,94.0,6.0,17710.0,3.0,172.0,316.0,36.0,1126.3
429.0,82.0,5689.0,42642.0,30107.0,148.0,6.0,509.0,30.0,461.0,260.0,37.0,1124.0
464.0,20.0,5412.0,12359.0,46985.0,72.0,3.0,49017.0,46.0,206.0,396.0,41.0,1121.3
17.0,41.0,1885.0,27756.0,21956.0,77.0,3.0,32693.0,7.0,49.0,268.0,45.0,1121.2
258.0,112.0,2453.0,45084.0,13576.0,128.0,10.0,41897.0,13.0,426.0,196.0,45.0,1120.8
329.0,89.0,830.0,31754.0,5196.0,151.0,2.0,42591.0,20.0,359.0,278.0,25.0,1120.4
476.0,10.0,1431.0,27422.0,35529.0,178.0,10.0,8898.0,50.0,348.0,172.0,1.0,1119.7
415.0,93.0,3953.0,789.0,4007.0,194.0,10.0,37987.0,43.0,170.0,280.0,26.0,1119.3
140.0,66.0,3933.0,15880.0,11068.0,119.0,6.0,26183.0,19.0,362.0,273.0,17.0,1118.6
406.0,25.0,3701.0,11212.0,25046.0,146.0,9.0,41415.0,31.0,234.0,11.0,5.0,1116.6
302.0,31.0,6251.0,33251.0,7608.0,35.0,9.0,20875.0,31.0,256.0,438.0,43.0,1116.3
174.0,80.0,7095.0,32625.0,23905.0,199.0,6.0,25837.0,15.0,25.0,423.0,50.0,1111.2
96.0,88.0,5000.0,4519.0,3517.0,134.0,9.0,38273.0,37.0,428.0,53.0,30.0,1109.9
275.0,45.0,4171.0,6357.0,9703.0,59.0,2.0,47371.0,21.0,94.0,213.0,23.0,1108.6
271.0,29.0,4096.0,41820.0,8694.0,45.0,1.0,11450.0,43.0,104.0,43.0,17.0,1108.2
137.0,52.0,3817.0,19530.0,13912.0,82.0,5.0,29291.0,24.0,75.0,343.0,43.0,1108.2
322.0,54.0,4378.0,1338.0,664.0,93.0,4.0,558.0,10.0,234.0,27.0,11.0,1106.3
416.0,119.0,147.0,34686.0,25009.0,84.0,3.0,40034.0,18.0,377.0,184.0,23.0,1105.7
478.0,143.0,2597.0,38119.0,15249.0,107.0,1.0,13980.0,39.0,182.0,191.0,44.0,1102.9
338.0,116.0,744.0,34835.0,35070.0,176.0,2.0,48266.0,50.0,289.0,380.0,2.0,1102.2
311.0,124.0,2106.0,39533.0,11794.0,71.0,6.0,48545.0,45.0,184.0,239.0,49.0,1099.0
353.0,133.0,5662.0,14508.0,26563.0,51.0,4.0,12468.0,6.0,275.0,389.0,34.0,1097.6
123.0,53.0,4445.0,33344.0,32679.0,155.0,6.0,34678.0,33.0,493.0,385.0,33.0,1097.6
210.0,144.0,267.0,44859.0,15066.0,23.0,5.0,28431.0,3.0,469.0,364.0,36.0,1089.6
359.0,49.0,4978.0,11124.0,18125.0,141.0,9.0,10091.0,47.0,250.0,431.0,5.0,1088.7
112.0,130.0,6529.0,728.0,49071.0,126.0,6.0,2142.0,4.0,285.0,257.0,46.0,1088.3
130.0,115.0,4007.0,12345.0,20163.0,172.0,9.0,37279.0,24.0,492.0,314.0,3.0,1087.1
376.0,34.0,3064.0,764.0,10731.0,184.0,10.0,16361.0,28.0,2.0,460.0,13.0,1082.0
253.0,63.0,3212.0,58.0,10094.0,20.0,3.0,1668.0,42.0,145.0,193.0,22.0,1076.4
226.0,103.0,4261.0,35816.0,3064.0,187.0,3.0,21532.0,10.0,271.0,238.0,18.0,1074.8
166.0,51.0,3831.0,41011.0,1272.0,32.0,6.0,4726.0,48.0,16.0,298.0,7.0,1071.1
299.0,66.0,4766.0,25842.0,15607.0,11.0,5.0,30792.0,36.0,210.0,462.0,8.0,1069.4
444.0,69.0,3471.0,32883.0,41302.0,74.0,3.0,41726.0,32.0,313.0,247.0,31.0,1068.6
446.0,59.0,6488.0,41053.0,16926.0,13.0,6.0,3258.0,38.0,119.0,484.0,39.0,1068.0
278.0,26.0,6524.0,18260.0,22487.0,168.0,7.0,47572.0,44.0,311.0,288.0,25.0,1067.1
162.0,142.0,3627.0,2346.0,2150.0,116.0,8.0,7568.0,31.0,247.0,122.0,24.0,1065.5
310.0,91.0,4965.0,24725.0,42216.0,45.0,9.0,8757.0,9.0,191.0,398.0,6.0,1065.5
374.0,6.0,101.0,25696.0,15206.0,145.0,5.0,41873.0,8.0,58.0,363.0,19.0,1063.8
367.0,123.0,5873.0,1005.0,24283.0,164.0,6.0,6801.0,25.0,37.0,421.0,42.0,1057.9
403.0,80.0,3008.0,16420.0,22550.0,7.0,2.0,37494.0,23.0,361.0,430.0,7.0,1055.3
363.0,36.0,5493.0,9159.0,48205.0,87.0,10.0,14336.0,17.0,314.0,120.0,1.0,1053.1
131.0,121.0,7081.0,14099.0,39477.0,5.0,5.0,7642.0,18.0,318.0,477.0,29.0,1051.9
370.0,46.0,6890.0,39829.0,41346.0,167.0,3.0,33278.0,44.0,482.0,105.0,6.0,1047.1
319.0,48.0,1284.0,34854.0,17891.0,39.0,4.0,30909.0,8.0,368.0,250.0,50.0,1039.6
375.0,59.0,5527.0,9954.0,46716.0,13.0,5.0,15744.0,38.0,95.0,346.0,16.0,1027.7
496.0,61.0,5280.0,24207.0,10411.0,108.0,4.0,32331.0,6.0,323.0,359.0,5.0,1024.2
194.0,149.0,6262.0,7958.0,12745.0,29.0,5.0,21722.0,49.0,446.0,463.0,37.0,1017.8
310.0,25.0,1206.0,34592.0,13338.0,35.0,9.0,5699.0,31.0,172.0,321.0,5.0,996.2
329.0,89.0,7097.0,20101.0,44544.0,167.0,3.0,31725.0,50.0,191.0,184.0,6.0,965.4
226.0,66.0,3690.0,798.0,18510.0,119.0,6.0,3206.0,4.0,160.0,257.0,5.0,945.8
338.0,80.0,7297.0,3450.0,49932.0,45.0,6.0,22587.0,31.0,234.0,423.0,26.0,945.8
43.0,30.0,5011.0,15311.0,35127.0,15.0,3.0,32321.0,29.0,265.0,203.0,2.0,1256.8
22.0,55.0,4471.0,22765.0,3840.0,106.0,10.0,39225.0,7.0,283.0,167.0,3.0,1241.0
121.0,77.0,3061.0,43785.0,20353.0,62.0,6.0,46126.0,48.0,325.0,387.0,38.0,1227.7
402.0,62.0,3810.0,14279.0,8831.0,158.0,1.0,18465.0,5.0,74.0,189.0,47.0,1214.2
358.0,140.0,424.0,3809.0,11683.0,175.0,3.0,19314.0,50.0,191.0,230.0,12.0,1212.0
105.0,8.0,3171.0,4176.0,14840.0,69.0,4.0,29620.0,34.0,38.0,446.0,4.0,1208.9
154.0,57.0,2848.0,26151.0,11078.0,66.0,7.0,22849.0,50.0,240.0,252.0,39.0,1208.3
470.0,32.0,5838.0,41900.0,39969.0,131.0,8.0,22013.0,19.0,269.0,216.0,38.0,1206.4
494.0,14.0,4457.0,32416.0,15814.0,143.0,2.0,37782.0,11.0,376.0,456.0,28.0,1203.1
